"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-07-01"," 86","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-07-08"," 63","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-07-15"," 72","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-07-22"," 73","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-07-29"," 68","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-08-05"," 89","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-08-12"," 61","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-08-19"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-08-26"," 87","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-09-02"," 68","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-09-09"," 69","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-09-16"," 65","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-09-23"," 96","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-09-30"," 71","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-10-07"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-10-14"," 83","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-10-21"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-10-28"," 59","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-11-04"," 74","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-11-11"," 66","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-11-18"," 78","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-11-25"," 63","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-12-02"," 66","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-12-09"," 81","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-12-16"," 58","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-12-23"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2018-12-30"," 79","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-01-06"," 77","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-01-13"," 71","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-01-20"," 79","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-01-27"," 67","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-02-03"," 74","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-02-10"," 79","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-02-17"," 77","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-02-24"," 82","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-03-03"," 77","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-03-10"," 64","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-03-17"," 90","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-03-24"," 74","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-03-31"," 73","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-04-07"," 80","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-04-14"," 79","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-04-21"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-04-28"," 70","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-05-05"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-05-12"," 70","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-05-19"," 69","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-05-26"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-06-02"," 72","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-06-09"," 82","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-06-16"," 84","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-06-23"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-06-30"," 85","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-07-07"," 71","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-07-14"," 69","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-07-21"," 60","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-07-28"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-08-04"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-08-11"," 99","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-08-18"," 86","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-08-25"," 92","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-09-01"," 90","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-09-08"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-09-15"," 64","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-09-22"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-09-29"," 61","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-10-06"," 85","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-10-13"," 60","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-10-20"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-10-27"," 64","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-11-03"," 89","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-11-10"," 67","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-11-17"," 68","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-11-24"," 86","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-12-01"," 87","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-12-08"," 70","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-12-15"," 81","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-12-22"," 81","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2019-12-29"," 68","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-01-05"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-01-12"," 69","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-01-19"," 90","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-01-26"," 66","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-02-02"," 82","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-02-09"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-02-16"," 71","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-02-23"," 81","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-03-01"," 63","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-03-08"," 61","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-03-15"," 78","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-03-22"," 74","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-03-29"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-04-05"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-04-12"," 65","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-04-19"," 71","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-04-26"," 76","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-05-03"," 58","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-05-10"," 69","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-05-17"," 63","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-05-24"," 67","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-05-31"," 60","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-06-07"," 72","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-06-14"," 69","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-06-21"," 66","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-06-28"," 64","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-07-05"," 69","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-07-12"," 66","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-07-19"," 65","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-07-26"," 78","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-08-02"," 65","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-08-09"," 65","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-08-16"," 53","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-08-23"," 67","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-08-30"," 73","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-09-06"," 66","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-09-13"," 56","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-09-20"," 74","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-09-27"," 70","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-10-04"," 88","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-10-11"," 71","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-10-18"," 66","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-10-25"," 87","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-11-01"," 75","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-11-08"," 64","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-11-15"," 69","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-11-22"," 83","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-11-29"," 82","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-12-06"," 91","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-12-13"," 78","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-12-20"," 82","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2020-12-27"," 65","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2021-01-03"," 73","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2021-01-10"," 72","Number","02-02-21"
"Health","Weekly deaths","By age","30 to 59","30 to 59","2021-01-17"," 71","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-01-02","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-01-09","199","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-01-16","193","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-01-23","170","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-01-30","171","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-02-06","198","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-02-13","198","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-02-20","188","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-02-27","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-03-06","174","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-03-13","182","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-03-20","171","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-03-27","190","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-04-03","180","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-04-10","191","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-04-17","164","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-04-24","179","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-05-01","198","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-05-08","201","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-05-15","179","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-05-22","196","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-05-29","188","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-06-05","190","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-06-12","207","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-06-19","185","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-06-26","193","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-07-03","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-07-10","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-07-17","182","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-07-24","228","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-07-31","220","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-08-07","207","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-08-14","184","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-08-21","226","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-08-28","195","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-09-04","227","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-09-11","218","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-09-18","222","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-09-25","214","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-10-02","190","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-10-09","240","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-10-16","173","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-10-23","184","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-10-30","182","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-11-06","208","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-11-13","193","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-11-20","196","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-11-27","214","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-12-04","172","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-12-11","184","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-12-18","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2011-12-25","184","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-01-01","211","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-01-08","176","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-01-15","176","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-01-22","149","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-01-29","165","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-02-05","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-02-12","189","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-02-19","186","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-02-26","167","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-03-04","184","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-03-11","167","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-03-18","167","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-03-25","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-04-01","196","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-04-08","163","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-04-15","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-04-22","179","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-04-29","197","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-05-06","226","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-05-13","187","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-05-20","177","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-05-27","177","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-06-03","185","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-06-10","190","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-06-17","195","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-06-24","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-07-01","229","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-07-08","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-07-15","223","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-07-22","221","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-07-29","213","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-08-05","224","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-08-12","225","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-08-19","193","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-08-26","216","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-09-02","193","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-09-09","218","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-09-16","197","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-09-23","201","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-09-30","194","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-10-07","181","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-10-14","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-10-21","189","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-10-28","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-11-04","181","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-11-11","201","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-11-18","178","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-11-25","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-12-02","166","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-12-09","202","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-12-16","181","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-12-23","197","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2012-12-30","163","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-01-06","203","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-01-13","210","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-01-20","184","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-01-27","189","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-02-03","172","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-02-10","176","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-02-17","186","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-02-24","179","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-03-03","174","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-03-10","177","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-03-17","166","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-03-24","188","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-03-31","194","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-04-07","191","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-04-14","197","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-04-21","180","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-04-28","195","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-05-05","177","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-05-12","182","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-05-19","200","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-05-26","189","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-06-02","204","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-06-09","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-06-16","194","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-06-23","220","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-06-30","176","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-07-07","191","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-07-14","229","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-07-21","221","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-07-28","212","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-08-04","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-08-11","213","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-08-18","213","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-08-25","206","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-09-01","213","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-09-08","207","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-09-15","229","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-09-22","216","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-09-29","217","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-10-06","179","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-10-13","194","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-10-20","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-10-27","179","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-11-03","192","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-11-10","209","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-11-17","179","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-11-24","175","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-12-01","180","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-12-08","174","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-12-15","175","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-12-22","167","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2013-12-29","179","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-01-05","177","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-01-12","196","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-01-19","185","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-01-26","173","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-02-02","170","Number","02-02-21"
"Health","Weekly deaths","By age","60 to 79","60 to 79","2014-02-09","199","Number","02-02-21"
